authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Hibernating Rhinos LTD,2012-03-28T11:46:48.37Z,"NHibernate Profiler is a real-time visual debugger allowing a development team to gain valuable insight and perspective into their usage of NHibernate. The product is architected with input coming from many top industry leaders within the NHibernate community. Alerts are presented in a concise code-review manner indicating patterns of misuse by your application. To streamline your efforts to correct the misuse, we provide links to the problematic code section that triggered the alert.

We provide a 30 day trial to download and see for yourself, the value you will receive with your purchase of NHibernate Profiler.",NHibernateProfiler,False,2018-04-12T12:41:44.413+00:00,True,False,,"NHibernate,Profiler,Prof,NHProf",329244,True,1.0.0
johnson,2012-03-26T06:45:10.44Z,Description,LghClassLibrary1,False,2012-03-25T23:45:10.44-07:00,True,False,,,960,False,1.0.0
"Udi Dahan,Andreas Ohlund,Jonathan Matheus,Jonathan Oliver et al",2012-03-28T10:37:49.953Z,The Spring Container for the nservicebus,NServiceBus.Spring-CI,False,1899-12-31T16:00:00-08:00,False,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.2120
Volkov V.S.,2012-03-28T14:57:35.643Z,Extension for Mugen Injection providing integration with ASP.NET MVC2.,MugenInjection.MVC2,False,2013-03-14T08:34:26.383-07:00,True,False,,"Mugen,Injection,ioc,di,MVC,MVC2",3383,False,1.0.0
Naked Objects Group Ltd,2012-03-27T15:25:06.263Z,"Typically this package is installed as part of the Restful Objects Server. 
	You would install it directly only if you were writing a new server implementation.",RestfulObjects.Mvc,True,1899-12-31T16:00:00-08:00,False,False,Provides a base controller and helper classes for an MVC4-based implementation of Restful Objects,,-1,False,0.4.0-beta
Ninject Project Contributors,2012-03-26T22:39:48.353Z,Ninject extension that allows to automatically create factories.,Ninject.Extensions.Factory,False,2017-10-22T15:49:25.887+00:00,True,False,,"Ninject,ioc,di",478424,False,3.0.0.6
Ilya Dubadenko,2012-03-27T19:42:32.737Z,Tasks collection for MSBuild,Devme.MSBuildTasks,False,2012-03-27T13:23:28.447-07:00,True,False,,"MSBuild,MSBuildTasks,Devme",2227,False,0.3.0
FHAP,2012-03-27T09:28:30.643Z,Common library for HelloToto,CommonHelloToto,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,2.0.0
"Udi Dahan,Andreas Ohlund,Jonathan Matheus,Jonathan Oliver et al",2012-03-27T09:04:09.94Z,"The hosting template for the nservicebus, The most popular open-source service bus for .net",NServiceBus.Host32-CI,False,1899-12-31T16:00:00-08:00,False,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.2118
Ninject Project Contributors,2012-03-26T22:41:06.28Z,Message broker extension for Ninject,Ninject.Extensions.MessageBroker,False,2014-03-21T16:39:33.81+00:00,True,False,,"Ninject,ioc,di,messagebroker",4599,False,3.0.0.5
