authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Ali Kheyrollahi,2014-11-05T18:04:45.567Z,Client library for CacheCow project,CacheCow.Client,False,2018-04-09T11:02:18.22+00:00,True,False,,"aspnetwebapi,http,caching,webapi,cachecow,etag",66462,False,0.6.0
Grid Protection Alliance,2014-11-05T21:04:15.98Z,"Library of Media Components (e.g., WAV File Parser)",GSF.Libraries.Media,True,1899-12-31T16:00:00-08:00,False,False,,,6632,False,2.0.0-beta226
Microsoft,2014-11-05T21:31:49.18Z,"Authentication and service discovery support for Office 365 APIs for .NET for Android and iOS apps.

      Learn more about how to use this library @ http://aka.ms/ClientLibraries.",Microsoft.Office365.OAuth.Xamarin,False,2014-11-05T13:31:49.21-08:00,True,False,Authentication and service discovery support for Office 365 APIs for .NET for Android and iOS apps.,"Microsoft,Office,Office365,Service,REST",4370,False,1.0.22
Cybermaxs,2014-11-05T12:41:41.607Z,Minimalist Libray to manage Leaderboards and Top(N) use cases,Toppler,False,2015-09-15T03:11:03.617-07:00,True,False,A redis Ranking and Leaderboard Library,"Redis,Leaderboard,TopN,Ranking",1936,False,0.0.14453.20
Codigo,2014-11-05T13:23:29.86Z,Client logic for an enterprise system,Komon.Client.Core,False,2016-02-23T03:17:21.217-08:00,True,False,Client logic for an enterprise system,"Clients,Apps,Enterprise",9579,False,1.0.1.13
"Erwin van der Valk,Dennis Doomen",2014-11-05T19:14:06.667Z,A chill container that uses autofac. Ideal for Integration testing scenarios.,Chill.Autofac,True,2018-01-08T11:29:29.697+00:00,True,False,,"BDD,TDD,Autofac",35394,False,2.0.0-beta0002
Signere.no,2014-11-05T13:21:05.43Z,"Client library to communication with Signere.no REST API.
		The library contains relevant model classes and a client class with methods to access all resources provided in the Signere.no API. 
		The client class itself is implemented from an interface to make it easily testable.
		
		All explicit communication with the API is handled internally and translated to POCO objects. 
		The client methods require certain fields from Signere.no user credentials in order to work properly. 
		To create a user account and obtain these credentials, please visit signere.no .  
		
		Also, check out the REST API documentation at Https://api.signere.no for further details about the resources that can be accessed through this library.",Unipluss.Sign.ClientNET35,False,1900-01-01T00:00:00+00:00,False,False,,"Signere,Sign,BankID,Digital,signatur,Uni,Pluss,Signere.no",203430,False,1.0.1619
"XAct Software Solutions,Inc.",2014-11-05T12:25:01.737Z,An XActLib assembly: an assembly to manage K2 Servers.,XAct.Workflows.K2.Management,False,2017-02-08T17:58:17.947-08:00,True,False,,"XAct,XActLib",57815,False,0.0.4818
TeamCity.Service,2014-11-05T14:37:53.627Z,Description,Foundation.Configuration,False,2014-11-05T06:37:53.627-08:00,True,False,,,4266,False,0.33.0
OrchestraDevs,2014-11-05T14:51:37.5Z,WPF client library to manage licenses.,Orc.LicenseManager.Client.WPF,True,2018-04-15T12:26:16.88+00:00,True,False,,"orc,license,management,manage",11602,True,0.2.0-unstable0050
Karsten N. Strand,2014-11-05T20:07:52.16Z,Support for integration with MiniProfiler,Pomona.Profiling.MiniProfiler,False,2017-09-22T12:42:45.21+00:00,True,False,,"rest,linq,mapping,dto,odata,query",10498,False,0.11.6
Vlad Hrybok,2014-11-05T20:22:28.13Z,"An AOP framework that can intercept any method call: instance or static, virtual or not. It's very easy to get started with, it has in-depth support of LINQ and comes with bunch of useful stock aspect classes for DAL, BL, Testing and Service tiers.",Aspectacular.Main,False,2015-07-29T19:24:11.193-07:00,True,False,"LINQ-friendly, easy-to-start Aspect-Oriented framework for .NET 4.5 enterprise development.","AOP,Aspect-Oriented,Aspect,Framework,Linq,Enterprise,IoC",4319,False,2.1.0
Vlad Hrybok,2014-11-05T20:25:29.953Z,"An AOP framework that can intercept any method call: instance or static, virtual or not. It's very easy to get started with, it has in-depth support of LINQ and comes with bunch of useful stock aspect classes for DAL, BL, Testing and Service tiers.",Aspectacular,False,2015-07-29T19:26:25.657-07:00,True,False,"LINQ-friendly, Aspect-Oriented framework for .NET 4.5 enterprise dev, with EF and ASP.NET web development.","AOP,Aspect-Oriented,Aspect,Entity,Framework,Web,ASP.NET,Linq,Enterprise,IoC",4316,False,2.1.0
"Lotpath,Inc.",2014-11-05T17:23:02.067Z,Query helpers and extensions for NHibernate.,Querify,False,2015-12-17T16:32:15.207-08:00,True,False,,,14896,False,0.4.0
Jan Blaha,2014-11-05T10:00:21.317Z,"Client for jsreport, javascript based platform for designing and rendering business reports.",jsreport.Client,False,2017-08-29T12:40:20.537+00:00,True,False,,"jsreport,report,pdf",34095,False,0.0.10
Federico Tomasi & Marco Rinaldi,2014-11-05T18:41:25.09Z,A very simple rating control compatible with Windows Phone and Windows 8,UniversalRating,False,2014-11-05T10:41:25.09-08:00,True,False,,,925,False,1.0.0
Grid Protection Alliance,2014-11-05T21:09:36.457Z,Enables role-based security using Grid Solutions Framework security framework in an ASP.NET MVC application.,GSF.Samples.Security.Web.Mvc,True,1899-12-31T16:00:00-08:00,False,False,,,6649,False,2.0.0-beta226
Mattias Nordqvist,2014-11-05T20:18:31.55Z,A small ORM using dynamics and anonymous objects to insert and query data.,ProgressiveCowboy,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,2.1.0
amir.gholzam@live.com,2014-11-05T11:21:51.04Z,amir.gholzam@live.com CEO Hamava Project,QModerator,False,1899-12-31T16:00:00-08:00,False,False,,"Hamava,gholzam",-1,False,0.2.0
CQS - Roman Gudkov,2014-11-05T09:09:59.947Z,Roman's test package to try nuget package debugging,RomanSymbolSourceTest,False,2014-11-05T01:09:59.947-08:00,True,False,,"NuGet,Debug",1322,False,0.0.5
