authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Thomas McNiven,2015-01-06T13:48:50.867Z,.NET wrapper of the DigitalOcean API,DigitalOcean.API,False,2018-04-06T03:13:19.67+00:00,True,False,.NET wrapper of the DigitalOcean API,"DigitalOcean,API",3337,False,1.0.4
Alex Kamsteeg,2014-12-20T09:31:01.583Z,AtleX.Web.Config applies some security- and performance related optimizations to your Web.config file.,AtleX.Web.Config,True,2015-03-25T04:56:55.6-07:00,True,False,AtleX.Web.Config applies some security- and performance related optimizations to your Web.config file.,"optimization,performance,configuration,security,cache",1639,False,0.0.3-beta
47 Degrees,2014-12-29T16:18:12.5Z,A C# Android List View implementation with support for drawable cells and many other swipe related features.,FortySevenDeg.SwipeListView,False,2014-12-29T08:44:50.83-08:00,True,False,,"android,controls,swipelistview",8874,False,2.0.0
Sebastian Rösch,2015-01-08T23:26:07.683Z,A .NET portable client library for the WeatherUnderground APIs,WUnderground.Client,False,2015-05-06T23:54:14.333-07:00,True,False,A .NET portable client library for the WeatherUnderground APIs,weather,1590,False,1.0.0
rdelrosario,2015-01-04T23:35:22.167Z,"Detect Motion Sensors Vector Value changes for: Accelerometer, Gyroscope, Magnetometer. Across iOS, Android, Windows Phone and Windows from a single API.",Xam.Plugin.DeviceMotion,False,2016-04-02T16:27:09.927-07:00,True,False,Get vector value for the different motion sensors in the device.,"xamarin,pcl,xam.pcl,device,motion,windows,phone,winphone,wp8,winrt,android,ios",16920,False,1.0.2
David Knaack,2015-01-09T00:14:51.053Z,"Keen IO is an analytics API for modern developers. Track any event: signups, upgrades, impressions, purchases, powerups, errors, shares... Keen IO stores events in arbitrary JSON format, automatically ingesting any new events and rich custom properties you send. Our elegant query APIs make it straightforward to run counts, sums, segmentation, and more.",KeenClient,False,2017-11-15T01:49:43.473+00:00,True,False,Keen IO is an analytics API that stores events in arbitrary JSON format.,"keen.io,analytics,api,rest,client,stats,statistics,phone,wp8",84631,False,0.3.4
MohammadDayyan,2014-12-30T12:43:28.267Z,"If you are looking for a jquery plugin Persian DateTimePicker with bootstrap, MdPersianDateTime is that it.
This plugin use bootstrap popover to show Persian DateTimePicker. so it has flexibility of bootstrap's popover.",MD.BootstrapPersianDateTimePicker,False,2018-03-14T13:53:02.413+00:00,True,False,MdPersianDateTime is a jQuery plugin to create Persian DateTimePicker with bootstrap popover,"DateTimePicker,Javascript,Jquery,Bootstrap",10216,False,1.0.0
Team XSockets Sweden AB,2015-01-05T10:07:07.493Z,"Supports: .NET 3.5, .NET 4.0+, MonoTouch (iOS), MonoDroid (Android), .NET MicroFramework (4.2, 4.3), WP81, WinStore",XSockets.Client,True,2017-01-19T13:30:37.953+00:00,True,False,"On github you can also find more clients such as JavaScript, Dart, NETMF,  Arduino etc","XSockets,Websockets,Realtime",37186,False,4.0.3-alpha
Tawani Anyangwe,2014-12-23T02:33:49.903Z,Parser for converting simple text markup into HTML,StmlParser,False,2014-12-24T18:08:42.887-08:00,True,False,Simple text markup language,"Text,parsing,custom,HTML",781,False,1.0.1
47 Degrees,2014-12-29T16:44:50.83Z,A C# Android List View implementation with support for drawable cells and many other swipe related features.,FortySevenDeg.SwipeListView,False,2014-12-29T08:44:50.83-08:00,True,False,,"android,controls,swipelistview",8874,False,2.0.0.2
Tech Fellow Consulting,2015-01-02T20:58:15.977Z,FeatureSwitch plug-in for Glimpse,FeatureSwitch.Glimpse,False,2015-01-19T14:15:20.833-08:00,True,False,,"FeatureSwitch,Switch,Feature,Toggle,Toggling,Glimpse",2513,False,1.0.1
True Magic,2015-01-08T21:26:52.683Z,This project offers to generate and solve sudoku puzzle on 5 difficulty levels.,TrueMagic.SudokuGenerator.dll,False,2015-01-08T13:26:52.683-08:00,True,False,,,914,False,1.2.0
Outercurve RIA Services,2015-01-09T16:08:41.433Z,OpenRiaServices.Signed.Silverlight.CodeGen provides the signed MsBuild Tasks to generate the proxy.,OpenRiaServices.Signed.Silverlight.CodeGen,False,2018-03-04T21:58:07.5+00:00,True,False,Open RIA Services - Silverlight client assemblies and references.,"WCF,RIA,Services,RIAServices,Silverlight,OpenRiaServices,CodeGen",2126,True,4.4.0.1
