authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
eXpand,2013-08-06T21:05:13.327Z,ViewVariants Module (Win) / eXpand Framework,eXpandViewVariantsWin,False,2013-08-09T07:43:42.687-07:00,True,False,ViewVariants Module (Win) / eXpand Framework,"DevExpress,eXpand",30745,False,13.1.5.19
Morgan Persson,2013-08-06T07:37:15.843Z,Gherkin parser,GurkBurk,False,2013-08-06T00:37:15.843-07:00,True,False,,"gherkin,cucumber,bdd",3426,False,1.0.0
Joe Taylor,2013-08-06T20:15:27.683Z,Provides Base Controllers that interact with Joe.Business to implement Default CRUD Actions.,Joe.Web.Mvc,False,2018-04-06T17:33:55.15+00:00,True,False,Provides Base Controllers(And API controllers) that interact with Joe.Business to implement Default CRUD Actions.,,28793,False,1.0.5.5
Daniel Lo Nigro,2013-08-06T13:56:42.437Z,"JavaScript URL routing for ASP.NET MVC. Allows you to use your ASP.NET MVC routes from JavaScript. Please refer to project site (https://github.com/Daniel15/RouteJs) for more details, usage examples and sample code.",RouteJs.Mvc2,False,2017-07-01T13:31:39.88-07:00,True,False,,"asp.net,mvc,asp,routing,route,url,ajax,jquery,javascript,js",3001,False,1.1.3
eXpand,2013-08-06T21:04:20.283Z,PivotChart Module (Web) / eXpand Framework,eXpandPivotChartWeb,False,2018-04-09T16:18:47.917+00:00,True,False,PivotChart Module (Web) / eXpand Framework,"DevExpress,eXpand",68944,False,13.1.5.19
CGenTools,2013-08-06T10:49:56.74Z,WinForms Utilities,CGenT.WinTools.N450,False,2013-08-06T14:44:38.127-07:00,True,False,,CGenT,1409,False,0.6.4966.35597
ForexClub,2013-08-06T19:02:34.77Z,Silverlight controls,Fx.Common.SL.Controls,True,1899-12-31T16:00:00-08:00,False,False,,"fxclub,fxcommon,fx.common,Fx.Common.SL.Controls,Fxcontrols,fxsl",-1,False,1.0.0.41466-beta
CGenTools,2013-08-06T10:48:41.24Z,System Interface V1,CGenT.SysEnvR1.P403,False,2015-10-21T06:01:26.63-07:00,True,False,,CGenT,3404,False,0.6.4966.37449
ForexClub,2013-08-06T18:56:13.113Z,Shared classe for all projects.,Fx.Common.SL,True,1899-12-31T16:00:00-08:00,False,False,,"fxclub,fxcommon,fxcommonsl,fx.common,Fx.Common.SL,fxsl",-1,False,1.0.0.41274-beta
Inedo,2013-08-07T02:22:16.857Z,BuildMaster is a build-deploy-release automation and management platform. This package includes the assemblies required to develop custom plug-ins to extend BuildMaster's functionality.,Inedo.BuildMaster.SDK,False,2018-03-06T17:18:25.117+00:00,True,False,,"buildmaster,sdk,inedo",9904,True,3.7.0
GeertvanHorrik,2013-08-06T06:23:27.897Z,"Catel.Extensions.DynamicObjects library which provides dynamic objects. This adds the IDynamicMetaObjectProvider and ICustomTypeProvider
	  to the ModelBase class.",Catel.Extensions.DynamicObjects,True,2016-11-29T05:36:02.283-08:00,True,False,,"catel,data,model,modelbase,dynamic,object,IDynamicMetaObjectProvider,ICustomTypeProvider",75758,True,3.6.1308060814-beta
Avi Avni,2013-08-06T11:33:30.817Z,My ui infrastructure for wpf,Avi.Toolbox,False,2015-03-04T01:41:17.777-08:00,True,False,,"wpf,ui,control,prism",2939,False,1.0.2
"Jeremy Miller,et al.",2013-08-06T12:43:29.16Z,Quick integration of jquery.ui's AutoComplete plugin into a FubuMVC application,FubuMVC.AutoComplete,False,2013-12-16T12:01:15.527-08:00,True,False,,"fubumvc,twitter,jquery,jqueryui",1548,False,0.9.0.122
Jerrod Horton,2013-08-06T15:56:13.363Z,Extensions created to support native authentication and authorization oAuth extensions.,SimpleRest.Core.Extensions.OAuth,False,2014-01-19T19:20:22.723-08:00,True,False,,"rest,service,simple,extension,simplerest,simplerest.core,simplerest.core.extensions,oAuth,SimpleRest.Core.Extensions.OAuth",3552,False,2.0.0.6
ForexClub,2013-08-06T20:16:34.657Z,Base socket system,Fx.SocketSystem.Extensions,True,1899-12-31T16:00:00-08:00,False,False,,"fxclub,fxsocketsystem,fx.socketsystem",-1,False,1.0.4967.464-beta
Harry McIntyre,2013-08-06T22:01:57.63Z,Advanced object to html form transformer. FormFactory.AspMvc should be used with ASP MVC. See http://formfactory.apphb.com/,FormFactory.AspMvc,False,2018-03-12T09:51:18.17+00:00,True,False,,"Html,EditorTemplates,Razor,AspMvc",20625,False,1.2.285
ForexClub,2013-08-06T21:01:23.607Z,>Build from svn-trunk (executer),Fx.AppServer,True,1899-12-31T16:00:00-08:00,False,False,,"fxclub,fxappserver,fx.appserver",-1,False,1.0.4967.1823-beta
