authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
eXpandFramework,2015-06-05T16:49:10.03Z,Scheduler Module (Win) / eXpandFramework. To debug in VS enable Source Server support under Tools/Options/Debugging.,eXpandSchedulerWin,False,2018-04-09T16:20:59.953+00:00,True,False,Scheduler Module (Win) / eXpandFramework,"DevExpress,eXpand,XAF,eXpressApp",37829,False,14.2.7.2
Burgy Benjamin,2015-06-05T16:09:54.587Z,"Check whether an object  is already disposed. Available for any object, which implements IDisposable or the IAsyncDisposable interface.",ObjectDisposed.Fody,True,2015-06-07T12:04:47.603-07:00,True,False,,"fody,cecil,mono,disposable,idisposable,iasyncdisposable,async",1290,False,0.4.11-alpha
TS Soft,2015-06-05T07:41:39.113Z,A generic wrapper transferring scoped context for Web applications,TsSoft.ContextWrapper.Web,False,2017-09-13T12:07:48.547+00:00,True,False,,,2480,False,1.0.5634.19027
CraftingBytes,2015-06-05T00:48:09.48Z,Base assembly for PageObjectModels,BasePageObjectModel,False,2017-12-06T03:29:30.13+00:00,True,False,,"Selenium,PageObjectModel",6003,False,1.0.0
Paul Jenkins; Jake Ginnivan; Brendan Forster (shiftkey); Alex Mitchell (Amrykid); Dennis Daume (flagbug); Jan Karger (punker76),2015-06-05T10:50:57.473Z,"The goal of MahApps.Metro is to allow devs to quickly and easily cobble together a ""Metro"" or ""Modern UI"" for their WPF4+ apps, with minimal effort.",MahApps.Metro,True,2018-03-13T22:31:08.54+00:00,True,False,"The goal of MahApps.Metro is to allow devs to quickly and easily cobble together a ""Metro"" or ""Modern UI"" for their WPF4+ apps, with minimal effort.","WPF,UI,Metro,ModernUI,XAML,Toolkit,Library,.NET",1273570,True,1.1.3-ALPHA066
Kori Francis,2015-06-05T16:08:39.687Z,A script manager named script reference for Kendo,Microsoft.ScriptManager.Kendo,False,1899-12-31T16:00:00-08:00,False,False,,"kendo,scriptmanager",-1,False,2014.1.528
Adrien,2015-06-05T08:22:10.377Z,Description,Ikotools.Windows.Controls,False,2015-09-02T01:09:19.28-07:00,True,False,,,7442,False,1.1.23
Karsten N. Strand,2015-06-05T11:26:05.897Z,Pomona helper library for NH3 querying.,Pomona.NHibernate4,False,2017-09-22T12:43:13.163+00:00,True,False,,"rest,linq,mapping,dto,odata,query",5764,False,0.23.1
APPVYR-WIN20122\appveyor,2015-06-05T16:07:53.447Z,Created on 2015-06-05 16:06,Naos.MessageBus.Hangfire.Sender,True,2017-12-14T16:41:23.143+00:00,True,False,,,32225,False,1.0.8-firstcut
eXpandFramework,2015-06-05T16:51:32.417Z,State Machine Module/ eXpandFramework. To debug in VS enable Source Server support under Tools/Options/Debugging.,eXpandStateMachine,False,2018-04-09T16:22:05.19+00:00,True,False,State Machine Module/ eXpandFramework,"DevExpress,eXpand,XAF,eXpressApp",37340,False,14.2.7.2
