authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
"Nikolai Mynkow,Simeon Dimov,Blagovest Petrov",2015-07-02T10:57:07.663Z,Cronus.DomainModeling,Cronus.DomainModeling,True,2018-03-07T16:09:17.263+00:00,True,False,Cronus.DomainModeling,"cronus,DDD,modeling,domain",14450,False,1.4.0-alpha002
Mark deVilliers,2015-07-02T08:23:48.733Z,"Automated Nuget package of the standard build, version : 4.4.8 of ckeditor.",ckeditor-standard,False,2018-03-26T21:14:38.91+00:00,True,False,,ckeditor,40188,False,4.4.8
benson,2015-07-02T15:59:48.32Z,".net framework 2.0
.net framework 4.0",MM,False,1900-01-01T00:00:00+00:00,False,False,,,10598,False,0.0.8
"Fidel Esteban Morales Cifuentes,Luis Roberto Rosales Enriquez,Jose Luis Morales Ruis,Jose Carlos Mendez,Jorge Andres Rodriguez Cuevas,Herberth Arriola",2015-07-01T19:41:03.047Z,This packages is intended for users of Semantic Login that want to seamlessly convert logs captured by SL and send them to Application Insights service on Azure,SLAB_AI,True,2016-05-27T18:00:51.373+00:00,True,False,"The GNU General Public License is a free, copyleft license for software and other kinds of works.","Azure,Application,Insights,AI,SLAB,SL,Semantic,Loggin,Block",4798,False,1.0.1-beta
Alisa Soft,2015-07-02T17:16:56.973Z,Sport Exchanges Hi Level wrapper library,ExchangeAPI,False,2018-04-03T14:00:11.48+00:00,True,False,,"Betfair,API,API-NG",98025,False,1.310.222
latticework,2015-07-02T08:00:53.353Z,latticework.cs,latticework.cs,False,2013-07-22T14:32:56.307+00:00,True,False,,,309952,False,0.0.1029
NativeCode,2015-07-02T07:46:35.8Z,Provides a core set of features for mobile development.,NativeCode.Mobile.Core,False,2015-07-17T19:55:38.117-07:00,True,False,,"mobile,framework,library",8107,False,1.0.0.45
"Jeremy D. Miller,et al",2015-07-02T15:06:49.623Z,StoryTeller is an external DSL tool for creating acceptance tests in .Net,Storyteller,True,2018-01-17T23:44:10.843+00:00,True,False,,,74385,False,3.0.0.224-alpha
David.Eadie,2015-07-02T14:56:24.307Z,Calculates Rankings for multiplayer games,PlayerRank,False,2017-10-13T15:02:09.183+00:00,True,False,,,2248,False,1.0.0
CKEditor,2015-07-02T13:29:21.263Z,"Automated Nuget package of the full build, version : 4.5.1 of ckeditor.",ckeditor-full,False,2018-03-26T21:15:37.913+00:00,True,False,,ckeditor,107558,False,4.5.1
Trackmatic Solutions (Pty) Ltd,2015-07-02T09:56:01.797Z,.Net rest client library for Trackmatic rest api,Trackmatic.Rest.Client,False,2018-04-16T14:28:01.123+00:00,True,False,,Trackmatic,19378,False,1.0.3
Mogens Heller Grabe,2015-07-02T10:16:24.71Z,PostgreSql stuff for d60 event sourcing + cqrs kit,d60.Cirqus.PostgreSql,False,2017-06-14T22:33:10.723-07:00,True,False,,,27482,False,0.61.1
Cady.IO,2015-07-02T06:26:57.093Z,A collection of .Net utilities for Asp.Net MVC,Dewey.Net.Mvc,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.0.2
Nobuyuki Iwanaga,2015-07-02T05:19:18.78Z,Copy DLLs to a external folder and generate .mdb files on post build.,CopyDllsAfterBuild,False,2017-12-04T03:01:47.403+00:00,True,False,,,3264,False,1.1.4
NativeCode,2015-07-02T07:59:54.933Z,Provides a core set of features for mobile development.,NativeCode.Mobile.Core,False,2015-07-17T19:55:38.117-07:00,True,False,,"mobile,framework,library",8107,False,1.0.0.47
TS Soft,2015-07-02T07:48:43.677Z,A set of tools for processing expression trees,TsSoft.Expressions.Helpers,False,2017-09-13T12:08:38.55+00:00,True,False,,,9097,False,1.0.5661.19251
GreatBillows,2015-07-02T11:33:33.113Z,dotnet expression translator,ExprTranslator.Query,False,2015-07-02T04:33:33.113-07:00,True,False,,,1014,False,1.0.0.4
Mogens Heller Grabe,2015-07-02T10:12:58.997Z,Azure Service Bus event dispatcher d60 event sourcing + cqrs kit,d60.Cirqus.AzureServiceBus,False,2017-06-14T22:32:00.207-07:00,True,False,,,28898,False,0.61.1
2GIS,2015-07-02T06:19:25.877Z,Aggregate services configuration infrastructure,2GIS.NuClear.Aggregates.Storage.DI.Unity,False,2017-10-06T10:23:27.897+00:00,True,False,,"2GIS,NuClear,Storage,Aggregates,DI,Unity",5885,False,0.1.3
"Nikolai Mynkow,Simeon Dimov",2015-07-02T16:45:55.987Z,Elders.Cronus.Persistence.Cassandra,Cronus.Persistence.Cassandra,False,2018-04-01T19:46:45.623+00:00,True,False,Elders.Cronus.Persistence.Cassandra,"cronus,cassandra,event,store,sourcing",6421,False,3.1.1
JetBrains,2015-07-02T16:51:51.813Z,JetBrains ReSharper SDK Tests Package,JetBrains.ReSharper.SDK.Tests,True,2018-04-16T13:00:06.527+00:00,True,False,,"JetBrains,ReSharper,Plugin,SDK,Extension,Tests",35335,True,9.1.20150702.152535-EAP2
Stephen Strickland,2015-07-02T17:21:57.943Z,"This is a Google Cloud Messaging helper for C#. Currently only messaging is supported, I am currently working on adding functionality to manage device groups and use Google's Instance-Id system.",GcmSharp,False,2015-07-02T10:21:57.943-07:00,True,False,,"GCM,Notifications,Push,Google,Messaging,Cloud",1182,False,1.0.1
GeertvanHorrik,2015-07-02T15:05:58.483Z,Catel.Extensions.Data library which provides data classes such as repositories.,Catel.Extensions.Data,True,2016-11-29T05:35:59.533-08:00,True,False,,"catel,data,repository,repositories",103312,True,4.2.0-unstable0177
Geeks ltd,2015-07-02T15:34:23.04Z,"M# components, data access tools and extension methods.",MSharp.Framework,False,2018-04-15T10:39:20.087+00:00,True,False,,,122672,False,2.1.0.213
