authors,created,days_abandoned,days_alive,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
"Lardus du Plessis,Eddie Griffiths,CF Haasbroek,Quinton Smith",2017-09-13T14:31:31.237Z,219,219,"Extensible .Net library, enabling developers to easily integrate with AfriGIS Services.",AfriGIS.Services,False,2017-09-13T14:31:31.237+00:00,True,False,,,878,False,2.0.3
DAS,2017-09-13T14:28:58.793Z,219,219,Types used by the Provider Account API,SFA.DAS.PAS.Account.Api.Types,False,2017-09-13T14:28:58.793+00:00,True,False,Types used by the DAS Provider Account Api,,257,False,1.0.0.40430
Anyelo Amado,2017-09-13T14:28:58.59Z,219,219,Componente to greet mode test,Ajaf,False,2017-09-13T15:04:22.877+00:00,True,False,,"greet,strinng",167,False,1.0.0
"Object.NET,Inc.",2017-09-13T14:29:39.373Z,127,219,Signature_pad binding library for Bridge.NET projects.,Retyped.signature_pad,False,2017-12-14T00:58:12.523+00:00,True,False,,"signature_pad,typescript,ts,tsc,js,javascript,c#,csharp,dotnet,mobile,ios,web,transpiler,compiler,retyped,bridge,bridge.net,object.net",361,False,0.1.6465
"Object.NET,Inc.",2017-09-13T14:30:09.157Z,127,219,Simplebar binding library for Bridge.NET projects.,Retyped.simplebar,False,2017-12-14T00:58:42.66+00:00,True,False,,"simplebar,typescript,ts,tsc,js,javascript,c#,csharp,dotnet,mobile,ios,web,transpiler,compiler,retyped,bridge,bridge.net,object.net",356,False,1.1.6465
zlzforever@163.com;Walterwhatwater;xiaohuan0204,2017-09-13T14:29:50.92Z,43209,219,"Offical package. DotnetSpider is a high performance, light weight cralwer developed by C#.",DotnetSpider2.Core,True,1900-01-01T00:00:00+00:00,False,False,,"DotnetSpider,crawler,cross,platform,dotnet,core",14097,False,2.0.17-beta7
DAS,2017-09-13T14:28:46.73Z,219,219,Client library for accessing Provider Account API,SFA.DAS.PAS.Account.Api.Client,False,2017-09-13T14:28:46.73+00:00,True,False,Client library for DAS Provider Account Api,,255,False,1.0.0.40430
BBT Software AG and contributors,2017-09-13T14:30:47.563Z,186,219,"The issues reporting addin for Cake allows you to create reports for issue from any code analyzer or linter.

This addin provides the aliases for creating reports.
It requires the core Cake.Issues addin, addins for reading issues and one or more reporting format addin for the specific report format.

See the Project Site for an overview of the whole ecosystem of addins for working with issues in Cake scripts.",Cake.Issues.Reporting,True,2017-10-16T17:11:48.94+00:00,True,False,Addin for the Cake build automation system for creating reports for issues from any code analyzer or linter,"Cake,Script,Cake-Issues,CodeAnalysis,Linting,Issues,Reporting",796,False,0.1.0-beta0005
"Object.NET,Inc.",2017-09-13T14:28:46.7Z,127,219,Sigmajs binding library for Bridge.NET projects.,Retyped.sigmajs,False,2017-12-14T00:57:58.673+00:00,True,False,,"sigmajs,typescript,ts,tsc,js,javascript,c#,csharp,dotnet,mobile,ios,web,transpiler,compiler,retyped,bridge,bridge.net,object.net",356,False,1.0.6465
Daniel Lerps,2017-09-13T14:28:46.747Z,45,219,"Collection of tools and utilities for collections, Linq and debug outputs.",DDev.Tools.Standard,False,2018-03-06T10:14:10.86+00:00,True,False,,"tools,debugging,utilities,collections",2017,False,1.4.1
Suitest,2017-09-13T14:31:05.987Z,3,219,"Suitest instrumentation library for Xbox apps.

This package will make your Xbox app testable with Suitest. Suitest is a multi-platform end-to-end test automation service with the focus on the productivity and ease of use. Sign up for free at https://suite.st to get started.

To prepare your Xbox app for end-to-end testing with Suitest:

1. Add this package to your Xbox app dependencies.
2. In package.appxmanifest add these capabilities: Internet (Client & Server), Private Networks (Client & Server)
3. Add SuitestLibrary.Suitest.Initialize(); call near the end of your onLaunched() method in App.xaml.cs

Then upload the instrumented Xbox app package into Suitest and test away!

Happy testing!",Suitest,False,2018-04-17T12:58:53.1+00:00,True,False,Suitest instrumentation library for Xbox apps.,"Xbox,XboxOne,UWP,.NET,C#,Suitest,end-to-end,testing,FunctionalTesting,UIAutomation,cross-platform,scalable,fast,flexible,distributable",1126,False,1.2.0
"Object.NET,Inc.",2017-09-13T14:29:54.077Z,127,219,Simple Assign (simple-assign) binding library for Bridge.NET projects.,Retyped.simple-assign,False,2017-12-14T00:58:26.123+00:00,True,False,,"simple,assign,simple-assign,typescript,ts,tsc,js,javascript,c#,csharp,dotnet,mobile,ios,web,transpiler,compiler,retyped,bridge,bridge.net,object.net",355,False,0.1.6465
"Object.NET,Inc.",2017-09-13T14:22:34.737Z,127,219,Showdown binding library for Bridge.NET projects.,Retyped.showdown,False,2017-12-14T00:57:14.563+00:00,True,False,,"showdown,typescript,ts,tsc,js,javascript,c#,csharp,dotnet,mobile,ios,web,transpiler,compiler,retyped,bridge,bridge.net,object.net",355,False,1.4.6465
Betalgo,2017-09-13T14:21:59.44Z,163,219,Best helper of the Wizards. Be carefull using magics. They are not tested.,Betalgo.TolgaTheWizard,False,2017-11-08T12:25:07.213+00:00,True,False,,"tolga,the,wizard,token,generater,error,handler",971,False,1.0.2.30938
"Object.NET,Inc.",2017-09-13T14:22:19.72Z,127,219,Should Promised (should-promised) binding library for Bridge.NET projects.,Retyped.should-promised,False,2017-12-14T00:57:00.327+00:00,True,False,,"should,promised,should-promised,typescript,ts,tsc,js,javascript,c#,csharp,dotnet,mobile,ios,web,transpiler,compiler,retyped,bridge,bridge.net,object.net",359,False,0.1.6465
