authors,created,days_abandoned,days_alive,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
ZZZ Projects Inc.,2016-02-10T22:49:40.787Z,48,800,EF Batch Update | Entity Framework Update object without retrieving it.,Z.EntityFramework.Plus.BatchUpdate.EF6,False,2018-03-03T19:45:44.797+00:00,True,False,EF Batch Update | Entity Framework Update object without retrieving it.,"Batch,BatchUpdate,Update,EF,EF5,EF6,EF7,EF+,EntityFramework,Entity,Framework,Sql,SqlServer,MicrosoftSqlServer,EntityFramework.MicrosoftSqlServer,EntityFramework.SqlServer",21335,False,1.0.4
IntelliFactory,2016-02-13T04:01:10.607Z,40,797,WebSocket support for WebSharper with Owin 1.0,WebSharper.Owin.WebSocket,False,2018-03-11T12:50:58.913+00:00,True,False,,,4813,False,3.6.10.49
Matthias Koch,2016-02-13T02:01:43.057Z,517,797,TestFx + FakeItEasy = <3,TestFx.FakeItEasy,False,2016-11-18T19:15:30.183-08:00,True,False,,"testfx,fakeiteasy",3205,False,0.4.0
RogueException,2015-10-11T01:58:56.117Z,62,922,An unofficial .Net API wrapper for the Discord client.,Discord.Net,False,2018-02-17T02:37:19.243+00:00,False,False,,"discord,discordapp",105862,False,0.7.2
Pedro Félix,2016-02-13T00:47:30.333Z,797,797,DRUM - Direct Route URI Maker for ASP.NET Web API,Drum,False,2016-02-12T16:47:30.333-08:00,True,False,,"ASP.NET,Web,API,URI,routing",9876,False,0.5.0
RogueException,2015-09-24T01:52:48.647Z,62,939,An unofficial .Net API wrapper for the Discord client.,Discord.Net,False,2018-02-17T02:37:19.243+00:00,False,False,,"discord,discordapp",105862,False,0.7.0
Amael Noel,2016-02-03T14:55:37.897Z,43209,807,Contract for fluent ribbon for Excel add-in,AddIn.Core.Contract,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.0.1
IntelliFactory,2016-02-13T04:03:41.833Z,4,797,"Provides a framework to build reactive interfaces in WebSharper,similar to Formlets but with more control over the structure of the output.",WebSharper.Forms,True,2018-04-16T19:37:52.27+00:00,True,False,,,3386,False,3.6.7.45-alpha
rynn.wang,2016-02-13T07:09:41.393Z,27,797,"Web extension library for .NET projects. Including Windows Service based Http Service, MVC extension ,etc.",Beyova.WebExtension,False,2018-03-24T17:04:24.953+00:00,True,False,"Web extension library for .NET projects. Including Windows Service based Http Service, MVC extension ,etc.",,2248,False,2.1.1
Brian Chavez,2016-02-13T04:57:24.09Z,37,797,"A RethinkDB database driver in C# striving for 100% ReQL API coverage. Architecturally, this driver is a one-to-one port of the official Java driver.",RethinkDb.Driver,True,2018-03-14T23:35:21.94+00:00,True,False,"A RethinkDB database driver in C# striving for 100% ReQL API coverage. Architecturally, this driver is a one-to-one port of the official Java driver.","rethinkdb,database,driver,reql",25682,False,2.2.5-beta-3
Google Inc.,2016-02-13T03:10:07.7Z,749,797,"Native extension needed by gRPC C# library. This is not the package you are looking for, it is only meant to be used as a dependency.",grpc.native.csharp,False,2016-04-01T00:30:21.117+00:00,True,False,Native library required by gRPC C#,"gRPC,native",31764,True,0.13.0
Mackey Kinard,2016-02-13T04:39:04.3Z,789,797,AjaxGateway.Net - Web Application Toolkit - Core Runtime - 1.3.0.110,AjaxGateway.Net.Core,False,2016-02-21T11:13:31.41+00:00,True,False,AjaxGateway.Net.Core - The Core Runtime module allows for the development of back-end high performance AJAX-RPC 1.0 remote procedure call services.,"Ajax,Gateway,DuoCode,Remoting,OWIN,REST,JSON,RPC,XML",15134,False,1.3.0.110
RogueException,2015-11-22T19:36:17.347Z,43209,880,A Discord.Net extension adding basic plugin support.,Discord.Net.Modules,True,1900-01-01T00:00:00+00:00,False,False,,"discord,discordapp",-1,False,0.8.1-beta2
Alen Pelin,2016-02-13T08:06:05.96Z,728,797,Configure Sitecore to store parts of Item Content Tree in one or several json files.,Sitecore.JsonDataProvider.Core,False,2016-04-22T07:11:26.927-07:00,False,False,,,3454,False,1.2.0.9
Grid Protection Alliance,2016-02-13T05:13:18.67Z,1,797,"Library of media components (e.g., WAV file parser, DTMF frequency generator, etc.)",GSF.Media,True,2018-04-20T04:17:47.857+00:00,True,False,,"Media,Music,WAV,Wave,Sound,DTMF,TouchTone,RIFF,Note,Song,Tempo,Timbre",71024,False,2.1.181-beta
Joshua Harms (joshua@nozzlegear.com),2016-02-13T05:13:23.13Z,797,797,A C# and .NET wrapper for the ConvertKit API.,ConvertKitSharp,False,2016-02-12T21:13:23.13-08:00,True,False,,ConvertKit,645,False,1.0.0
ZZZ Projects,2015-11-29T19:32:38.443Z,237,873,"Extension Methods Library enhances the .NET Framework by adding hundreds of new methods. It increases developers productivity and code readability.
***********************************************
Other Architectures:
https://www.nuget.org/packages/Z.ExtensionMethods
https://www.nuget.org/packages/Z.ExtensionMethods.WithNamespace/
https://www.nuget.org/packages/Z.ExtensionMethods.WithObjectNamespace/
https://www.nuget.org/packages/Z.ExtensionMethods.WithOneNamespace/
https://www.nuget.org/packages/Z.ExtensionMethods.WithTwoNamespace/
***********************************************
For more information, visit us: http://www.zzzprojects.com/extension-methods/",Z.ExtensionMethods.Data.MySql,False,2017-08-26T18:04:05.967+00:00,True,False,Extension Methods Library enhance the .NET Framework by adding hundreds of new methods. It increases developers productivity and code readability.,"Extension,Methods,C#,.NET,Library",700,False,2.0.10
Qsys Sverige AB,2016-02-12T21:26:45.46Z,60,798,QuickPick One Database assembly server component,QuickPickOneCLR,False,2018-02-19T10:36:42.787+00:00,True,False,,"Apollo,Apollo13,Quickpick,Qsys",88457,False,1.0.15287.192
Niclas Olofsson,2016-02-13T04:22:36.86Z,77,797,MiNET - a Minecraft PocketEdition Server,MiNET,False,2018-02-02T22:13:57.123+00:00,True,False,,"MiNET,Plugin,API,MCPE,Minecraft,PocketEdition",143965,False,1.0.807
Intersoft Solutions,2016-02-13T05:14:02.223Z,7,797,"Provides various authenticators for user authentication in Crosslight apps, including HttpBasic, NTLM, OAuth, OAuth2, and WebAPI authenticator.",Intersoft.Crosslight.Services.Auth,False,2018-04-13T08:32:30.877+00:00,True,False,,"Intersoft,Crosslight,Services,Auth,Authentication,User,HttpBasic,NTLM,OAuth,OAuth2,WebAPI,Authenticator",46074,False,5.0.5000.531
Mackey Kinard,2016-02-13T06:50:28.83Z,789,797,AjaxGateway.Net - Web Application Toolkit - Angular Runtime - 1.3.0.111,AjaxGateway.Net.Angular,False,2016-02-21T11:14:35.63+00:00,True,False,AjaxGateway.Net.Angular - DuoCode runtime library for angular web applications in the C# language.,"Ajax,Gateway,DuoCode,Remoting,Angular,OWIN,REST,JSON,RPC,XML",7666,False,1.3.0.111
Janno Põldma,2016-01-11T15:41:11.743Z,8,830,A .NET library for implementing service interfaces of X-Road providers using Code-First Development approach.,XRoadLib,True,2018-04-12T12:40:20.567+00:00,False,False,A .NET library for implementing service interfaces of X-Road providers using Code-First Development approach.,"x-tee,x-road,xtee,xroad",10224,False,1.0.0-alpha11
Grid Protection Alliance,2016-02-13T05:13:18.67Z,1,797,"Library of media components (e.g., WAV file parser, DTMF frequency generator, etc.)",GSF.Media,True,2018-04-20T04:17:47.857+00:00,True,False,,"Media,Music,WAV,Wave,Sound,DTMF,TouchTone,RIFF,Note,Song,Tempo,Timbre",71024,False,2.1.181-beta
RogueException,2015-10-19T01:48:50.717Z,62,914,An unofficial .Net API wrapper for the Discord client.,Discord.Net,False,2018-02-17T02:37:19.243+00:00,False,False,,"discord,discordapp",105862,False,0.7.3
stewie1570,2016-02-13T05:41:17.133Z,37,797,Simple Async Cache implementation.,AsyncCache,False,2018-03-14T19:19:43.023+00:00,True,False,,,2910,False,1.0.0
Jake Woods,2016-02-13T01:58:36.833Z,308,797,A C# Http Multipart/form-data parser that works correctly on binary data and very large files.,HttpMultipartParser,False,2017-06-16T01:13:09.837-07:00,True,False,The Http Multipart Parser does it exactly what it claims on the tin: parses multipart/form-data. This particular parser is well suited to parsing large data from streams as it doesn't attempt to read the entire stream at once and produces a set of streams for file data.,"http,multipart,parser,form,data",117511,False,2.1.2
IntelliFactory,2016-02-13T03:59:56.247Z,4,797,WebSharper bindings to Highstock,WebSharper.Highstock,False,2018-04-16T19:38:55.46+00:00,True,False,,,8131,False,3.6.7.178
Janno Põldma,2016-01-11T15:18:08.417Z,8,830,A .NET library for implementing service interfaces of X-Road providers using Code-First Development approach.,XRoadLib,True,2018-04-12T12:40:20.567+00:00,False,False,A .NET library for implementing service interfaces of X-Road providers using Code-First Development approach.,"x-tee,x-road,xtee,xroad",10224,False,1.0.0-alpha10
rynn.wang,2016-02-13T08:17:34.84Z,178,797,"This is only test version.
Elastic implement used for API Analytics. Work with Beyova.Common.",Beyova.Elastic,False,2017-10-24T16:23:57.397+00:00,True,False,Elastic implement used for API Analytics.,,3076,False,0.1.0
Teemu,2016-02-13T00:45:41.007Z,334,797,Chromecast SDK for Windows and Windows Phone,SharpCaster,False,2017-05-21T11:23:32.017-07:00,True,False,,,4793,False,0.0.1
IntelliFactory,2016-02-13T04:02:32.213Z,225,797,WebSharper Warp,WebSharper.Warp,False,2017-09-07T16:27:33.397+00:00,True,False,,,5216,False,3.6.13.93
T-Systems México,2016-02-12T22:28:19.66Z,735,798,Detail classess for Expenses Module for roles,ContpaqiNubeExpensesEntityRolesDev,False,2016-04-15T09:06:27.053-07:00,True,False,Detail classess for roles,,1571,False,1.0.3
FrankSorro,2015-05-19T13:04:52.443Z,798,1067,ASP.NET Interface Library for SQL Server and MySQL,xRT,False,2016-02-12T14:45:47.71-08:00,False,False,,,69343,False,1.0.5617.25335
